bairro,classificacao_grupo,classificacao_cnae,quantidade,Total_de_pessoas_2022,densidade_por_10k
MUZEMA,Ultraprocessado,Cantinas / Alimentação preparada,1,,
MUZEMA,Ultraprocessado,Restaurantes / Lanchonetes,4,,
MUZEMA,Ultraprocessado,Serviços ambulantes,1,,
MORRO DA CRUZ - TIJUCA,Ultraprocessado,Serviços ambulantes,1,,
MONERO,In natura,Açougues / Padarias,5,5723,10.4840
MONERO,In natura,Hortifrutigranjeiros,1,5723,10.4840
MONERO,Misto,Mercearias,5,5723,8.7367
MONERO,Ultraprocessado,Cantinas / Alimentação preparada,17,5723,78.6301
MONERO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,3,5723,78.6301
MONERO,Ultraprocessado,Restaurantes / Lanchonetes,17,5723,78.6301
MONERO,Ultraprocessado,Serviços ambulantes,8,5723,78.6301
MEYER,Ultraprocessado,Cantinas / Alimentação preparada,1,,
MEIR,Ultraprocessado,Restaurantes / Lanchonetes,1,,
MEIER,In natura,Açougues / Padarias,58,39700,22.1662
MEIER,In natura,Hortifrutigranjeiros,19,39700,22.1662
MEIER,In natura,Peixarias,11,39700,22.1662
MEIER,Misto,Hipermercados,35,39700,23.4257
MEIER,Misto,Mercearias,50,39700,23.4257
MEIER,Misto,Supermercados,8,39700,23.4257
MEIER,Ultraprocessado,Cantinas / Alimentação preparada,295,39700,199.7481
MEIER,Ultraprocessado,Lojas de conveniência / Varejo alimentar,63,39700,199.7481
MEIER,Ultraprocessado,Restaurantes / Lanchonetes,374,39700,199.7481
MEIER,Ultraprocessado,Serviços ambulantes,61,39700,199.7481
MAUDREIRA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
MARIA DA GRACA,In natura,Açougues / Padarias,8,7209,16.6459
MARIA DA GRACA,In natura,Hortifrutigranjeiros,4,7209,16.6459
MARIA DA GRACA,Misto,Hipermercados,1,7209,12.4844
MARIA DA GRACA,Misto,Mercearias,8,7209,12.4844
MARIA DA GRACA,Ultraprocessado,Cantinas / Alimentação preparada,36,7209,126.2311
MARIA DA GRACA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,4,7209,126.2311
MARIA DA GRACA,Ultraprocessado,Restaurantes / Lanchonetes,40,7209,126.2311
MARIA DA GRACA,Ultraprocessado,Serviços ambulantes,11,7209,126.2311
MARIA DA GRAA,Misto,Mercearias,1,,
MARIA DA GRAA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
MARECHAL HERMES,In natura,Açougues / Padarias,60,41507,21.6831
MARECHAL HERMES,In natura,Hortifrutigranjeiros,20,41507,21.6831
MARECHAL HERMES,In natura,Peixarias,9,41507,21.6831
MARECHAL HERMES,Misto,Hipermercados,15,41507,19.2739
MARECHAL HERMES,Misto,Mercearias,61,41507,19.2739
MARECHAL HERMES,Misto,Supermercados,4,41507,19.2739
MARECHAL HERMES,Ultraprocessado,Cantinas / Alimentação preparada,224,41507,131.7850
MARECHAL HERMES,Ultraprocessado,Lojas de conveniência / Varejo alimentar,27,41507,131.7850
MARECHAL HERMES,Ultraprocessado,Restaurantes / Lanchonetes,233,41507,131.7850
MARECHAL HERMES,Ultraprocessado,Serviços ambulantes,62,41507,131.7850
MARECHAL  HERMES,In natura,Açougues / Padarias,1,41507,21.6831
MARECHAL  HERMES,Ultraprocessado,Restaurantes / Lanchonetes,1,41507,131.7850
MARECHAL  HERME,Ultraprocessado,Restaurantes / Lanchonetes,1,,
MARE/BONSUCESSO,In natura,Açougues / Padarias,1,,
MARE / BONSUCESSO,In natura,Peixarias,1,,
MARE,In natura,Açougues / Padarias,70,124832,9.7731
MARE,In natura,Hortifrutigranjeiros,30,124832,9.7731
MARE,In natura,Peixarias,22,124832,9.7731
MARE,Misto,Hipermercados,20,124832,12.8172
MARE,Misto,Mercearias,138,124832,12.8172
MARE,Misto,Supermercados,2,124832,12.8172
MARE,Ultraprocessado,Cantinas / Alimentação preparada,179,124832,45.8216
MARE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,38,124832,45.8216
MARE,Ultraprocessado,Restaurantes / Lanchonetes,292,124832,45.8216
MARE,Ultraprocessado,Serviços ambulantes,63,124832,45.8216
MARACANA,In natura,Açougues / Padarias,28,23498,15.7460
MARACANA,In natura,Hortifrutigranjeiros,5,23498,15.7460
MARACANA,In natura,Peixarias,4,23498,15.7460
MARACANA,Misto,Hipermercados,4,23498,8.0858
MARACANA,Misto,Mercearias,13,23498,8.0858
MARACANA,Misto,Supermercados,2,23498,8.0858
MARACANA,Ultraprocessado,Cantinas / Alimentação preparada,120,23498,151.5023
MARACANA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,31,23498,151.5023
MARACANA,Ultraprocessado,Restaurantes / Lanchonetes,189,23498,151.5023
MARACANA,Ultraprocessado,Serviços ambulantes,16,23498,151.5023
MANGUINHOS,In natura,Açougues / Padarias,21,28855,14.9021
MANGUINHOS,In natura,Hortifrutigranjeiros,14,28855,14.9021
MANGUINHOS,In natura,Peixarias,8,28855,14.9021
MANGUINHOS,Misto,Hipermercados,2,28855,15.2487
MANGUINHOS,Misto,Mercearias,41,28855,15.2487
MANGUINHOS,Misto,Supermercados,1,28855,15.2487
MANGUINHOS,Ultraprocessado,Cantinas / Alimentação preparada,73,28855,85.9470
MANGUINHOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,16,28855,85.9470
MANGUINHOS,Ultraprocessado,Restaurantes / Lanchonetes,127,28855,85.9470
MANGUINHOS,Ultraprocessado,Serviços ambulantes,32,28855,85.9470
MANGUEIRA,In natura,Açougues / Padarias,7,18247,9.3166
MANGUEIRA,In natura,Hortifrutigranjeiros,7,18247,9.3166
MANGUEIRA,In natura,Peixarias,3,18247,9.3166
MANGUEIRA,Misto,Hipermercados,1,18247,12.0568
MANGUEIRA,Misto,Mercearias,21,18247,12.0568
MANGUEIRA,Ultraprocessado,Cantinas / Alimentação preparada,61,18247,89.3298
MANGUEIRA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,9,18247,89.3298
MANGUEIRA,Ultraprocessado,Restaurantes / Lanchonetes,72,18247,89.3298
MANGUEIRA,Ultraprocessado,Serviços ambulantes,21,18247,89.3298
MAL HERMES,Misto,Supermercados,1,,
MAGALHAES BASTOS,In natura,Açougues / Padarias,32,20938,20.5368
MAGALHAES BASTOS,In natura,Hortifrutigranjeiros,11,20938,20.5368
MAGALHAES BASTOS,Misto,Hipermercados,3,20938,15.7608
MAGALHAES BASTOS,Misto,Mercearias,30,20938,15.7608
MAGALHAES BASTOS,Ultraprocessado,Cantinas / Alimentação preparada,110,20938,124.1761
MAGALHAES BASTOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,14,20938,124.1761
MAGALHAES BASTOS,Ultraprocessado,Restaurantes / Lanchonetes,114,20938,124.1761
MAGALHAES BASTOS,Ultraprocessado,Serviços ambulantes,22,20938,124.1761
MADUREIRA,In natura,Açougues / Padarias,71,39712,33.4911
MADUREIRA,In natura,Hortifrutigranjeiros,53,39712,33.4911
MADUREIRA,In natura,Peixarias,9,39712,33.4911
MADUREIRA,Misto,Hipermercados,110,39712,51.6217
MADUREIRA,Misto,Mercearias,91,39712,51.6217
MADUREIRA,Misto,Supermercados,4,39712,51.6217
MADUREIRA,Ultraprocessado,Cantinas / Alimentação preparada,235,39712,224.3654
MADUREIRA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,75,39712,224.3654
MADUREIRA,Ultraprocessado,Restaurantes / Lanchonetes,469,39712,224.3654
MADUREIRA,Ultraprocessado,Serviços ambulantes,112,39712,224.3654
LUCAS,Misto,Mercearias,1,,
LOTEAMENTO MADEAN,Ultraprocessado,Cantinas / Alimentação preparada,2,,
LOTEAMENTO MADEAN,Ultraprocessado,Restaurantes / Lanchonetes,1,,
LOBLON,Ultraprocessado,Restaurantes / Lanchonetes,1,,
LINS DE VASCONCELOS,In natura,Açougues / Padarias,23,30228,11.9095
LINS DE VASCONCELOS,In natura,Hortifrutigranjeiros,7,30228,11.9095
LINS DE VASCONCELOS,In natura,Peixarias,6,30228,11.9095
LINS DE VASCONCELOS,Misto,Hipermercados,8,30228,9.5938
LINS DE VASCONCELOS,Misto,Mercearias,19,30228,9.5938
LINS DE VASCONCELOS,Misto,Supermercados,2,30228,9.5938
LINS DE VASCONCELOS,Ultraprocessado,Cantinas / Alimentação preparada,80,30228,67.4871
LINS DE VASCONCELOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,5,30228,67.4871
LINS DE VASCONCELOS,Ultraprocessado,Restaurantes / Lanchonetes,95,30228,67.4871
LINS DE VASCONCELOS,Ultraprocessado,Serviços ambulantes,24,30228,67.4871
LINS,In natura,Açougues / Padarias,1,,
LINS,In natura,Peixarias,1,,
LGO DO MACHADO,In natura,Açougues / Padarias,1,,
LEME,In natura,Açougues / Padarias,8,12479,10.4175
LEME,In natura,Hortifrutigranjeiros,2,12479,10.4175
LEME,In natura,Peixarias,3,12479,10.4175
LEME,Misto,Hipermercados,2,12479,20.8350
LEME,Misto,Mercearias,23,12479,20.8350
LEME,Misto,Supermercados,1,12479,20.8350
LEME,Ultraprocessado,Cantinas / Alimentação preparada,45,12479,112.1885
LEME,Ultraprocessado,Lojas de conveniência / Varejo alimentar,6,12479,112.1885
LEME,Ultraprocessado,Restaurantes / Lanchonetes,75,12479,112.1885
LEME,Ultraprocessado,Serviços ambulantes,14,12479,112.1885
LEBLON,In natura,Açougues / Padarias,42,37709,16.4417
LEBLON,In natura,Hortifrutigranjeiros,12,37709,16.4417
LEBLON,In natura,Peixarias,8,37709,16.4417
LEBLON,Misto,Hipermercados,14,37709,13.7898
LEBLON,Misto,Mercearias,33,37709,13.7898
LEBLON,Misto,Supermercados,5,37709,13.7898
LEBLON,Ultraprocessado,Cantinas / Alimentação preparada,121,37709,154.3398
LEBLON,Ultraprocessado,Lojas de conveniência / Varejo alimentar,62,37709,154.3398
LEBLON,Ultraprocessado,Restaurantes / Lanchonetes,373,37709,154.3398
LEBLON,Ultraprocessado,Serviços ambulantes,26,37709,154.3398
LEBLOM,Ultraprocessado,Restaurantes / Lanchonetes,1,,
LARGO MACHADO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
LARGO DO MACHADO,In natura,Açougues / Padarias,1,,
LARGO DO MACHADO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
LARANJEIRAS,In natura,Açougues / Padarias,23,39692,8.8179
LARANJEIRAS,In natura,Hortifrutigranjeiros,10,39692,8.8179
LARANJEIRAS,In natura,Peixarias,2,39692,8.8179
LARANJEIRAS,Misto,Hipermercados,9,39692,10.0776
LARANJEIRAS,Misto,Mercearias,27,39692,10.0776
LARANJEIRAS,Misto,Supermercados,4,39692,10.0776
LARANJEIRAS,Ultraprocessado,Cantinas / Alimentação preparada,112,39692,85.6596
LARANJEIRAS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,41,39692,85.6596
LARANJEIRAS,Ultraprocessado,Restaurantes / Lanchonetes,161,39692,85.6596
LARANJEIRAS,Ultraprocessado,Serviços ambulantes,26,39692,85.6596
LARANGEIRAS,Ultraprocessado,Restaurantes / Lanchonetes,1,,
LARAJEIRAS,Ultraprocessado,Restaurantes / Lanchonetes,1,,
LAPA/CENTRO,Ultraprocessado,Cantinas / Alimentação preparada,1,,
LAPA,Misto,Mercearias,4,9116,4.3879
LAPA,Ultraprocessado,Cantinas / Alimentação preparada,1,9116,16.4546
LAPA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,2,9116,16.4546
LAPA,Ultraprocessado,Restaurantes / Lanchonetes,12,9116,16.4546
LAMENGO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
LAGOA,In natura,Açougues / Padarias,4,18676,3.2127
LAGOA,In natura,Hortifrutigranjeiros,2,18676,3.2127
LAGOA,Misto,Mercearias,4,18676,2.1418
LAGOA,Ultraprocessado,Cantinas / Alimentação preparada,43,18676,73.3562
LAGOA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,12,18676,73.3562
LAGOA,Ultraprocessado,Restaurantes / Lanchonetes,73,18676,73.3562
LAGOA,Ultraprocessado,Serviços ambulantes,9,18676,73.3562
JOA,Misto,Hipermercados,1,983,10.1729
JOA,Ultraprocessado,Cantinas / Alimentação preparada,5,983,111.9023
JOA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,983,111.9023
JOA,Ultraprocessado,Restaurantes / Lanchonetes,5,983,111.9023
JD AMERICA,Ultraprocessado,Restaurantes / Lanchonetes,1,,
JARDIM SULCAP,Misto,Mercearias,1,,
JARDIM SULCAP,Ultraprocessado,Restaurantes / Lanchonetes,1,,
JARDIM SULACAP,In natura,Açougues / Padarias,14,14396,17.3659
JARDIM SULACAP,In natura,Hortifrutigranjeiros,9,14396,17.3659
JARDIM SULACAP,In natura,Peixarias,2,14396,17.3659
JARDIM SULACAP,Misto,Hipermercados,4,14396,22.2284
JARDIM SULACAP,Misto,Mercearias,25,14396,22.2284
JARDIM SULACAP,Misto,Supermercados,3,14396,22.2284
JARDIM SULACAP,Ultraprocessado,Cantinas / Alimentação preparada,78,14396,170.8808
JARDIM SULACAP,Ultraprocessado,Lojas de conveniência / Varejo alimentar,22,14396,170.8808
JARDIM SULACAP,Ultraprocessado,Restaurantes / Lanchonetes,118,14396,170.8808
JARDIM SULACAP,Ultraprocessado,Serviços ambulantes,28,14396,170.8808
JARDIM GUANABARA - ILHA DO GOVERNADOR,In natura,Açougues / Padarias,1,,
JARDIM GUANABARA - ILHA DO GOVERNADOR,Ultraprocessado,Restaurantes / Lanchonetes,1,,
JARDIM GUANABARA,In natura,Açougues / Padarias,14,27084,8.1229
JARDIM GUANABARA,In natura,Hortifrutigranjeiros,5,27084,8.1229
JARDIM GUANABARA,In natura,Peixarias,3,27084,8.1229
JARDIM GUANABARA,Misto,Hipermercados,7,27084,7.0152
JARDIM GUANABARA,Misto,Mercearias,12,27084,7.0152
JARDIM GUANABARA,Ultraprocessado,Cantinas / Alimentação preparada,93,27084,88.2440
JARDIM GUANABARA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,25,27084,88.2440
JARDIM GUANABARA,Ultraprocessado,Restaurantes / Lanchonetes,112,27084,88.2440
JARDIM GUANABARA,Ultraprocessado,Serviços ambulantes,9,27084,88.2440
JARDIM CARIOCA - ILHA DO GOVERNADOR,Misto,Hipermercados,1,,
JARDIM CARIOCA,In natura,Açougues / Padarias,26,20374,19.1420
JARDIM CARIOCA,In natura,Hortifrutigranjeiros,8,20374,19.1420
JARDIM CARIOCA,In natura,Peixarias,5,20374,19.1420
JARDIM CARIOCA,Misto,Hipermercados,13,20374,23.5594
JARDIM CARIOCA,Misto,Mercearias,34,20374,23.5594
JARDIM CARIOCA,Misto,Supermercados,1,20374,23.5594
JARDIM CARIOCA,Ultraprocessado,Cantinas / Alimentação preparada,89,20374,147.7373
JARDIM CARIOCA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,12,20374,147.7373
JARDIM CARIOCA,Ultraprocessado,Restaurantes / Lanchonetes,175,20374,147.7373
JARDIM CARIOCA,Ultraprocessado,Serviços ambulantes,25,20374,147.7373
JARDIM BOTANICO,In natura,Açougues / Padarias,13,15871,10.7114
JARDIM BOTANICO,In natura,Hortifrutigranjeiros,4,15871,10.7114
JARDIM BOTANICO,Misto,Hipermercados,4,15871,10.7114
JARDIM BOTANICO,Misto,Mercearias,9,15871,10.7114
JARDIM BOTANICO,Misto,Supermercados,4,15871,10.7114
JARDIM BOTANICO,Ultraprocessado,Cantinas / Alimentação preparada,75,15871,129.1664
JARDIM BOTANICO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,19,15871,129.1664
JARDIM BOTANICO,Ultraprocessado,Restaurantes / Lanchonetes,101,15871,129.1664
JARDIM BOTANICO,Ultraprocessado,Serviços ambulantes,10,15871,129.1664
JARDIM AMERICA,In natura,Açougues / Padarias,41,20687,36.7380
JARDIM AMERICA,In natura,Hortifrutigranjeiros,24,20687,36.7380
JARDIM AMERICA,In natura,Peixarias,11,20687,36.7380
JARDIM AMERICA,Misto,Hipermercados,10,20687,28.0369
JARDIM AMERICA,Misto,Mercearias,47,20687,28.0369
JARDIM AMERICA,Misto,Supermercados,1,20687,28.0369
JARDIM AMERICA,Ultraprocessado,Cantinas / Alimentação preparada,118,20687,174.9891
JARDIM AMERICA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,48,20687,174.9891
JARDIM AMERICA,Ultraprocessado,Restaurantes / Lanchonetes,134,20687,174.9891
JARDIM AMERICA,Ultraprocessado,Serviços ambulantes,62,20687,174.9891
JARADIM BOTANICO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
JACAREZINHO,In natura,Açougues / Padarias,15,35348,6.5067
JACAREZINHO,In natura,Hortifrutigranjeiros,3,35348,6.5067
JACAREZINHO,In natura,Peixarias,5,35348,6.5067
JACAREZINHO,Misto,Mercearias,25,35348,7.0725
JACAREZINHO,Ultraprocessado,Cantinas / Alimentação preparada,23,35348,20.0860
JACAREZINHO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,7,35348,20.0860
JACAREZINHO,Ultraprocessado,Restaurantes / Lanchonetes,31,35348,20.0860
JACAREZINHO,Ultraprocessado,Serviços ambulantes,10,35348,20.0860
JACAREPAGUA,In natura,Açougues / Padarias,164,175943,15.8006
JACAREPAGUA,In natura,Hortifrutigranjeiros,70,175943,15.8006
JACAREPAGUA,In natura,Peixarias,44,175943,15.8006
JACAREPAGUA,Misto,Hipermercados,56,175943,17.7899
JACAREPAGUA,Misto,Mercearias,243,175943,17.7899
JACAREPAGUA,Misto,Supermercados,14,175943,17.7899
JACAREPAGUA,Ultraprocessado,Cantinas / Alimentação preparada,597,175943,103.1016
JACAREPAGUA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,181,175943,103.1016
JACAREPAGUA,Ultraprocessado,Restaurantes / Lanchonetes,896,175943,103.1016
JACAREPAGUA,Ultraprocessado,Serviços ambulantes,140,175943,103.1016
JACARE,In natura,Açougues / Padarias,35,8198,69.5292
JACARE,In natura,Hortifrutigranjeiros,12,8198,69.5292
JACARE,In natura,Peixarias,10,8198,69.5292
JACARE,Misto,Hipermercados,6,8198,64.6499
JACARE,Misto,Mercearias,45,8198,64.6499
JACARE,Misto,Supermercados,2,8198,64.6499
JACARE,Ultraprocessado,Cantinas / Alimentação preparada,94,8198,369.6023
JACARE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,13,8198,369.6023
JACARE,Ultraprocessado,Restaurantes / Lanchonetes,162,8198,369.6023
JACARE,Ultraprocessado,Serviços ambulantes,34,8198,369.6023
ITANHANGA MUZEMA RUA DO CAMPO BL C APT. 104,Ultraprocessado,Serviços ambulantes,1,,
ITANHANGA - TIJUQUINHA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
ITANHANGA,In natura,Açougues / Padarias,53,67969,17.3609
ITANHANGA,In natura,Hortifrutigranjeiros,36,67969,17.3609
ITANHANGA,In natura,Peixarias,29,67969,17.3609
ITANHANGA,Misto,Hipermercados,15,67969,23.5401
ITANHANGA,Misto,Mercearias,144,67969,23.5401
ITANHANGA,Misto,Supermercados,1,67969,23.5401
ITANHANGA,Ultraprocessado,Cantinas / Alimentação preparada,213,67969,99.7514
ITANHANGA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,54,67969,99.7514
ITANHANGA,Ultraprocessado,Restaurantes / Lanchonetes,337,67969,99.7514
ITANHANGA,Ultraprocessado,Serviços ambulantes,74,67969,99.7514
ITACOLOMI,Misto,Hipermercados,1,,
ITACOLOMI,Misto,Mercearias,3,,
ITACOLOMI,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
ITACOLOMI,Ultraprocessado,Restaurantes / Lanchonetes,5,,
ITACOLOMI,Ultraprocessado,Serviços ambulantes,1,,
IRAJA,In natura,Açougues / Padarias,85,85906,23.0484
IRAJA,In natura,Hortifrutigranjeiros,93,85906,23.0484
IRAJA,In natura,Peixarias,20,85906,23.0484
IRAJA,Misto,Hipermercados,27,85906,18.2758
IRAJA,Misto,Mercearias,115,85906,18.2758
IRAJA,Misto,Supermercados,15,85906,18.2758
IRAJA,Ultraprocessado,Cantinas / Alimentação preparada,473,85906,139.4548
IRAJA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,111,85906,139.4548
IRAJA,Ultraprocessado,Restaurantes / Lanchonetes,472,85906,139.4548
IRAJA,Ultraprocessado,Serviços ambulantes,142,85906,139.4548
IPANEMA,In natura,Açougues / Padarias,39,37392,16.0462
IPANEMA,In natura,Hortifrutigranjeiros,11,37392,16.0462
IPANEMA,In natura,Peixarias,10,37392,16.0462
IPANEMA,Misto,Hipermercados,25,37392,20.0578
IPANEMA,Misto,Mercearias,42,37392,20.0578
IPANEMA,Misto,Supermercados,8,37392,20.0578
IPANEMA,Ultraprocessado,Cantinas / Alimentação preparada,121,37392,167.9504
IPANEMA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,70,37392,167.9504
IPANEMA,Ultraprocessado,Restaurantes / Lanchonetes,412,37392,167.9504
IPANEMA,Ultraprocessado,Serviços ambulantes,25,37392,167.9504
INHOAIBA,In natura,Açougues / Padarias,70,72141,15.8024
INHOAIBA,In natura,Hortifrutigranjeiros,34,72141,15.8024
INHOAIBA,In natura,Peixarias,10,72141,15.8024
INHOAIBA,Misto,Hipermercados,19,72141,15.6638
INHOAIBA,Misto,Mercearias,92,72141,15.6638
INHOAIBA,Misto,Supermercados,2,72141,15.6638
INHOAIBA,Ultraprocessado,Cantinas / Alimentação preparada,261,72141,101.7452
INHOAIBA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,47,72141,101.7452
INHOAIBA,Ultraprocessado,Restaurantes / Lanchonetes,351,72141,101.7452
INHOAIBA,Ultraprocessado,Serviços ambulantes,75,72141,101.7452
INHAUMA,In natura,Açougues / Padarias,56,37233,25.5150
INHAUMA,In natura,Hortifrutigranjeiros,23,37233,25.5150
INHAUMA,In natura,Peixarias,16,37233,25.5150
INHAUMA,Misto,Hipermercados,9,37233,23.6349
INHAUMA,Misto,Mercearias,76,37233,23.6349
INHAUMA,Misto,Supermercados,3,37233,23.6349
INHAUMA,Ultraprocessado,Cantinas / Alimentação preparada,218,37233,171.0848
INHAUMA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,41,37233,171.0848
INHAUMA,Ultraprocessado,Restaurantes / Lanchonetes,288,37233,171.0848
INHAUMA,Ultraprocessado,Serviços ambulantes,90,37233,171.0848
ILHA PRIMEIRA E ADJACENCIAS - BARRA DA TIJUCA,Ultraprocessado,Restaurantes / Lanchonetes,1,,
ILHA DO GOVERNADOR - CIDADE UNIVERSITARIA,Ultraprocessado,Restaurantes / Lanchonetes,1,,
ILHA DO GOVERNADOR,In natura,Açougues / Padarias,14,,
ILHA DO GOVERNADOR,In natura,Hortifrutigranjeiros,1,,
ILHA DO GOVERNADOR,In natura,Peixarias,6,,
ILHA DO GOVERNADOR,Misto,Hipermercados,8,,
ILHA DO GOVERNADOR,Misto,Mercearias,17,,
ILHA DO GOVERNADOR,Misto,Supermercados,5,,
ILHA DO GOVERNADOR,Ultraprocessado,Cantinas / Alimentação preparada,11,,
ILHA DO GOVERNADOR,Ultraprocessado,Lojas de conveniência / Varejo alimentar,7,,
ILHA DO GOVERNADOR,Ultraprocessado,Restaurantes / Lanchonetes,78,,
ILHA DO GOVERNADOR,Ultraprocessado,Serviços ambulantes,3,,
ILHA DO FUNDO,Ultraprocessado,Cantinas / Alimentação preparada,1,,
ILHA DO FUNDAO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
ILHA DO FUNDAO,Ultraprocessado,Restaurantes / Lanchonetes,4,,
ILHA DE PAQUETA,Misto,Hipermercados,1,,
ILHA DE PAQUETA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
ILHA DE PAQUETA,Ultraprocessado,Restaurantes / Lanchonetes,5,,
ILHA DE GUARATIBA,Ultraprocessado,Restaurantes / Lanchonetes,1,6099,3.2792
ILHA  DE  GUARATIBA,Ultraprocessado,Restaurantes / Lanchonetes,1,6099,3.2792
IJUCA,Ultraprocessado,Restaurantes / Lanchonetes,1,,
HUMAITA,In natura,Açougues / Padarias,5,13044,10.7329
HUMAITA,In natura,Hortifrutigranjeiros,7,13044,10.7329
HUMAITA,In natura,Peixarias,2,13044,10.7329
HUMAITA,Misto,Hipermercados,8,13044,10.7329
HUMAITA,Misto,Mercearias,5,13044,10.7329
HUMAITA,Misto,Supermercados,1,13044,10.7329
HUMAITA,Ultraprocessado,Cantinas / Alimentação preparada,58,13044,105.7958
HUMAITA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,11,13044,105.7958
HUMAITA,Ultraprocessado,Restaurantes / Lanchonetes,64,13044,105.7958
HUMAITA,Ultraprocessado,Serviços ambulantes,5,13044,105.7958
HONORIO GURGEL,In natura,Açougues / Padarias,23,18213,22.5114
HONORIO GURGEL,In natura,Hortifrutigranjeiros,13,18213,22.5114
HONORIO GURGEL,In natura,Peixarias,5,18213,22.5114
HONORIO GURGEL,Misto,Hipermercados,3,18213,15.3736
HONORIO GURGEL,Misto,Mercearias,25,18213,15.3736
HONORIO GURGEL,Ultraprocessado,Cantinas / Alimentação preparada,84,18213,110.9098
HONORIO GURGEL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,18,18213,110.9098
HONORIO GURGEL,Ultraprocessado,Restaurantes / Lanchonetes,74,18213,110.9098
HONORIO GURGEL,Ultraprocessado,Serviços ambulantes,26,18213,110.9098
HIGIENOPOLIS,In natura,Açougues / Padarias,9,14227,12.6520
HIGIENOPOLIS,In natura,Hortifrutigranjeiros,7,14227,12.6520
HIGIENOPOLIS,In natura,Peixarias,2,14227,12.6520
HIGIENOPOLIS,Misto,Hipermercados,5,14227,19.6809
HIGIENOPOLIS,Misto,Mercearias,20,14227,19.6809
HIGIENOPOLIS,Misto,Supermercados,3,14227,19.6809
HIGIENOPOLIS,Ultraprocessado,Cantinas / Alimentação preparada,88,14227,151.1211
HIGIENOPOLIS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,16,14227,151.1211
HIGIENOPOLIS,Ultraprocessado,Restaurantes / Lanchonetes,94,14227,151.1211
HIGIENOPOLIS,Ultraprocessado,Serviços ambulantes,17,14227,151.1211
HEGIENOPOLIS,Ultraprocessado,Restaurantes / Lanchonetes,1,,
GUARATIBA,In natura,Açougues / Padarias,131,154125,15.3122
GUARATIBA,In natura,Hortifrutigranjeiros,75,154125,15.3122
GUARATIBA,In natura,Peixarias,30,154125,15.3122
GUARATIBA,Misto,Hipermercados,53,154125,17.9075
GUARATIBA,Misto,Mercearias,221,154125,17.9075
GUARATIBA,Misto,Supermercados,2,154125,17.9075
GUARATIBA,Ultraprocessado,Cantinas / Alimentação preparada,612,154125,105.3041
GUARATIBA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,114,154125,105.3041
GUARATIBA,Ultraprocessado,Restaurantes / Lanchonetes,725,154125,105.3041
GUARATIBA,Ultraprocessado,Serviços ambulantes,172,154125,105.3041
GUARABU,Misto,Mercearias,4,,
GUARABU,Ultraprocessado,Cantinas / Alimentação preparada,5,,
GUARABU,Ultraprocessado,Restaurantes / Lanchonetes,4,,
GUARABU,Ultraprocessado,Serviços ambulantes,3,,
GUADALUPE,In natura,Açougues / Padarias,36,41088,19.4704
GUADALUPE,In natura,Hortifrutigranjeiros,32,41088,19.4704
GUADALUPE,In natura,Peixarias,12,41088,19.4704
GUADALUPE,Misto,Hipermercados,14,41088,12.1690
GUADALUPE,Misto,Mercearias,31,41088,12.1690
GUADALUPE,Misto,Supermercados,5,41088,12.1690
GUADALUPE,Ultraprocessado,Cantinas / Alimentação preparada,184,41088,114.3886
