bairro,classificacao_grupo,classificacao_cnae,quantidade,Total_de_pessoas_2022,densidade_por_10k
ZUMBI,In natura,Açougues / Padarias,3,1817,22.0143
ZUMBI,In natura,Hortifrutigranjeiros,1,1817,22.0143
ZUMBI,Misto,Mercearias,1,1817,5.5036
ZUMBI,Ultraprocessado,Cantinas / Alimentação preparada,10,1817,170.6109
ZUMBI,Ultraprocessado,Lojas de conveniência / Varejo alimentar,2,1817,170.6109
ZUMBI,Ultraprocessado,Restaurantes / Lanchonetes,15,1817,170.6109
ZUMBI,Ultraprocessado,Serviços ambulantes,4,1817,170.6109
ZONA PORTUARIA,Ultraprocessado,Restaurantes / Lanchonetes,1,,
VL ISABEL,Ultraprocessado,Restaurantes / Lanchonetes,1,65790,117.0391
VISTA ALEGRE,In natura,Açougues / Padarias,16,7059,42.4989
VISTA ALEGRE,In natura,Hortifrutigranjeiros,10,7059,42.4989
VISTA ALEGRE,In natura,Peixarias,4,7059,42.4989
VISTA ALEGRE,Misto,Hipermercados,3,7059,18.4162
VISTA ALEGRE,Misto,Mercearias,8,7059,18.4162
VISTA ALEGRE,Misto,Supermercados,2,7059,18.4162
VISTA ALEGRE,Ultraprocessado,Cantinas / Alimentação preparada,58,7059,284.7429
VISTA ALEGRE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,17,7059,284.7429
VISTA ALEGRE,Ultraprocessado,Restaurantes / Lanchonetes,107,7059,284.7429
VISTA ALEGRE,Ultraprocessado,Serviços ambulantes,19,7059,284.7429
VILADDA PENHA,Misto,Mercearias,1,,
VILA VALQUEIRE,In natura,Açougues / Padarias,36,34024,18.2224
VILA VALQUEIRE,In natura,Hortifrutigranjeiros,16,34024,18.2224
VILA VALQUEIRE,In natura,Peixarias,9,34024,18.2224
VILA VALQUEIRE,Misto,Hipermercados,10,34024,14.4016
VILA VALQUEIRE,Misto,Mercearias,37,34024,14.4016
VILA VALQUEIRE,Misto,Supermercados,2,34024,14.4016
VILA VALQUEIRE,Ultraprocessado,Cantinas / Alimentação preparada,173,34024,142.8403
VILA VALQUEIRE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,30,34024,142.8403
VILA VALQUEIRE,Ultraprocessado,Restaurantes / Lanchonetes,228,34024,142.8403
VILA VALQUEIRE,Ultraprocessado,Serviços ambulantes,54,34024,142.8403
VILA MILITAR/DEODORO,Ultraprocessado,Cantinas / Alimentação preparada,1,,
VILA MILITAR,In natura,Açougues / Padarias,4,12956,6.1747
VILA MILITAR,In natura,Hortifrutigranjeiros,3,12956,6.1747
VILA MILITAR,In natura,Peixarias,1,12956,6.1747
VILA MILITAR,Misto,Mercearias,4,12956,3.0874
VILA MILITAR,Ultraprocessado,Cantinas / Alimentação preparada,24,12956,35.5048
VILA MILITAR,Ultraprocessado,Lojas de conveniência / Varejo alimentar,3,12956,35.5048
VILA MILITAR,Ultraprocessado,Restaurantes / Lanchonetes,14,12956,35.5048
VILA MILITAR,Ultraprocessado,Serviços ambulantes,5,12956,35.5048
VILA KOSMOS,In natura,Açougues / Padarias,12,14878,13.4427
VILA KOSMOS,In natura,Hortifrutigranjeiros,4,14878,13.4427
VILA KOSMOS,In natura,Peixarias,4,14878,13.4427
VILA KOSMOS,Misto,Hipermercados,4,14878,14.1148
VILA KOSMOS,Misto,Mercearias,17,14878,14.1148
VILA KOSMOS,Ultraprocessado,Cantinas / Alimentação preparada,68,14878,104.1807
VILA KOSMOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,10,14878,104.1807
VILA KOSMOS,Ultraprocessado,Restaurantes / Lanchonetes,61,14878,104.1807
VILA KOSMOS,Ultraprocessado,Serviços ambulantes,16,14878,104.1807
VILA KENNEDY-BANGU,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
VILA KENNEDY,Ultraprocessado,Restaurantes / Lanchonetes,1,21579,0.4634
VILA IZABEL,Misto,Hipermercados,1,,
VILA IZABEL,Ultraprocessado,Cantinas / Alimentação preparada,2,,
VILA IZABEL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
VILA IZABEL,Ultraprocessado,Restaurantes / Lanchonetes,7,,
VILA ISABEL,In natura,Açougues / Padarias,68,65790,14.8959
VILA ISABEL,In natura,Hortifrutigranjeiros,15,65790,14.8959
VILA ISABEL,In natura,Peixarias,15,65790,14.8959
VILA ISABEL,Misto,Hipermercados,23,65790,13.3759
VILA ISABEL,Misto,Mercearias,58,65790,13.3759
VILA ISABEL,Misto,Supermercados,6,65790,13.3759
VILA ISABEL,Ultraprocessado,Cantinas / Alimentação preparada,331,65790,117.0391
VILA ISABEL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,52,65790,117.0391
VILA ISABEL,Ultraprocessado,Restaurantes / Lanchonetes,323,65790,117.0391
VILA ISABEL,Ultraprocessado,Serviços ambulantes,62,65790,117.0391
VILA DO JOAO,Misto,Mercearias,1,,
VILA DA PENHHA,In natura,Hortifrutigranjeiros,1,,
VILA DA PENHA,In natura,Açougues / Padarias,26,21950,18.2232
VILA DA PENHA,In natura,Hortifrutigranjeiros,6,21950,18.2232
VILA DA PENHA,In natura,Peixarias,8,21950,18.2232
VILA DA PENHA,Misto,Hipermercados,26,21950,32.3462
VILA DA PENHA,Misto,Mercearias,42,21950,32.3462
VILA DA PENHA,Misto,Supermercados,3,21950,32.3462
VILA DA PENHA,Ultraprocessado,Cantinas / Alimentação preparada,153,21950,218.2232
VILA DA PENHA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,40,21950,218.2232
VILA DA PENHA,Ultraprocessado,Restaurantes / Lanchonetes,235,21950,218.2232
VILA DA PENHA,Ultraprocessado,Serviços ambulantes,51,21950,218.2232
VILA DA PAZ - ITANHANGA,Misto,Mercearias,1,,
VILA COSMOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
VILA ALIANCA - BANGU,In natura,Peixarias,1,,
VILA ALIANCA,In natura,Açougues / Padarias,1,,
VILA  VALQUEIRE,In natura,Açougues / Padarias,1,34024,18.2224
VILA  VALQUEIRE,Ultraprocessado,Restaurantes / Lanchonetes,1,34024,142.8403
VILA  ISABEL,Misto,Mercearias,1,65790,13.3759
VILA  ISABEL,Ultraprocessado,Restaurantes / Lanchonetes,1,65790,117.0391
VIGARIO GERAL,In natura,Açougues / Padarias,20,34202,11.6952
VIGARIO GERAL,In natura,Hortifrutigranjeiros,16,34202,11.6952
VIGARIO GERAL,In natura,Peixarias,4,34202,11.6952
VIGARIO GERAL,Misto,Hipermercados,12,34202,17.8352
VIGARIO GERAL,Misto,Mercearias,49,34202,17.8352
VIGARIO GERAL,Ultraprocessado,Cantinas / Alimentação preparada,128,34202,83.0361
VIGARIO GERAL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,18,34202,83.0361
VIGARIO GERAL,Ultraprocessado,Restaurantes / Lanchonetes,93,34202,83.0361
VIGARIO GERAL,Ultraprocessado,Serviços ambulantes,45,34202,83.0361
VIERIRA FAZENDA,In natura,Peixarias,1,,
VIEIRA FAZENDA,Misto,Mercearias,1,,
VIDIGAL,In natura,Açougues / Padarias,10,15112,13.8962
VIDIGAL,In natura,Hortifrutigranjeiros,9,15112,13.8962
VIDIGAL,In natura,Peixarias,2,15112,13.8962
VIDIGAL,Misto,Hipermercados,3,15112,21.8370
VIDIGAL,Misto,Mercearias,30,15112,21.8370
VIDIGAL,Ultraprocessado,Cantinas / Alimentação preparada,68,15112,119.7724
VIDIGAL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,7,15112,119.7724
VIDIGAL,Ultraprocessado,Restaurantes / Lanchonetes,86,15112,119.7724
VIDIGAL,Ultraprocessado,Serviços ambulantes,20,15112,119.7724
VICENTE DE CARVALHO,In natura,Açougues / Padarias,31,21300,21.1268
VICENTE DE CARVALHO,In natura,Hortifrutigranjeiros,9,21300,21.1268
VICENTE DE CARVALHO,In natura,Peixarias,5,21300,21.1268
VICENTE DE CARVALHO,Misto,Hipermercados,8,21300,17.3709
VICENTE DE CARVALHO,Misto,Mercearias,24,21300,17.3709
VICENTE DE CARVALHO,Misto,Supermercados,5,21300,17.3709
VICENTE DE CARVALHO,Ultraprocessado,Cantinas / Alimentação preparada,134,21300,168.0751
VICENTE DE CARVALHO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,15,21300,168.0751
VICENTE DE CARVALHO,Ultraprocessado,Restaurantes / Lanchonetes,169,21300,168.0751
VICENTE DE CARVALHO,Ultraprocessado,Serviços ambulantes,40,21300,168.0751
VAZ LOBO,In natura,Açougues / Padarias,16,10995,27.2851
VAZ LOBO,In natura,Hortifrutigranjeiros,8,10995,27.2851
VAZ LOBO,In natura,Peixarias,6,10995,27.2851
VAZ LOBO,Misto,Hipermercados,6,10995,12.7331
VAZ LOBO,Misto,Mercearias,8,10995,12.7331
VAZ LOBO,Ultraprocessado,Cantinas / Alimentação preparada,67,10995,178.2628
VAZ LOBO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,17,10995,178.2628
VAZ LOBO,Ultraprocessado,Restaurantes / Lanchonetes,87,10995,178.2628
VAZ LOBO,Ultraprocessado,Serviços ambulantes,25,10995,178.2628
VASCO DA GAMA,In natura,Açougues / Padarias,4,14576,4.8024
VASCO DA GAMA,In natura,Hortifrutigranjeiros,1,14576,4.8024
VASCO DA GAMA,In natura,Peixarias,2,14576,4.8024
VASCO DA GAMA,Misto,Hipermercados,4,14576,13.0351
VASCO DA GAMA,Misto,Mercearias,15,14576,13.0351
VASCO DA GAMA,Ultraprocessado,Cantinas / Alimentação preparada,20,14576,39.1054
VASCO DA GAMA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,6,14576,39.1054
VASCO DA GAMA,Ultraprocessado,Restaurantes / Lanchonetes,28,14576,39.1054
VASCO DA GAMA,Ultraprocessado,Serviços ambulantes,3,14576,39.1054
VARGEM PEQUENA,In natura,Açougues / Padarias,18,31115,13.8197
VARGEM PEQUENA,In natura,Hortifrutigranjeiros,23,31115,13.8197
VARGEM PEQUENA,In natura,Peixarias,2,31115,13.8197
VARGEM PEQUENA,Misto,Hipermercados,6,31115,17.6764
VARGEM PEQUENA,Misto,Mercearias,47,31115,17.6764
VARGEM PEQUENA,Misto,Supermercados,2,31115,17.6764
VARGEM PEQUENA,Ultraprocessado,Cantinas / Alimentação preparada,147,31115,117.9495
VARGEM PEQUENA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,44,31115,117.9495
VARGEM PEQUENA,Ultraprocessado,Restaurantes / Lanchonetes,135,31115,117.9495
VARGEM PEQUENA,Ultraprocessado,Serviços ambulantes,41,31115,117.9495
VARGEM GRANDE,In natura,Açougues / Padarias,23,20663,21.2941
VARGEM GRANDE,In natura,Hortifrutigranjeiros,15,20663,21.2941
VARGEM GRANDE,In natura,Peixarias,6,20663,21.2941
VARGEM GRANDE,Misto,Hipermercados,9,20663,25.1658
VARGEM GRANDE,Misto,Mercearias,42,20663,25.1658
VARGEM GRANDE,Misto,Supermercados,1,20663,25.1658
VARGEM GRANDE,Ultraprocessado,Cantinas / Alimentação preparada,135,20663,184.3876
VARGEM GRANDE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,39,20663,184.3876
VARGEM GRANDE,Ultraprocessado,Restaurantes / Lanchonetes,173,20663,184.3876
VARGEM GRANDE,Ultraprocessado,Serviços ambulantes,34,20663,184.3876
VALQUEIRE,Ultraprocessado,Restaurantes / Lanchonetes,1,,
URCA,In natura,Açougues / Padarias,4,5215,9.5877
URCA,In natura,Hortifrutigranjeiros,1,5215,9.5877
URCA,Misto,Hipermercados,3,5215,21.0930
URCA,Misto,Mercearias,8,5215,21.0930
URCA,Ultraprocessado,Cantinas / Alimentação preparada,19,5215,143.8159
URCA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,5,5215,143.8159
URCA,Ultraprocessado,Restaurantes / Lanchonetes,36,5215,143.8159
URCA,Ultraprocessado,Serviços ambulantes,15,5215,143.8159
TURIACU,In natura,Açougues / Padarias,16,11613,26.6942
TURIACU,In natura,Hortifrutigranjeiros,11,11613,26.6942
TURIACU,In natura,Peixarias,4,11613,26.6942
TURIACU,Misto,Hipermercados,1,11613,15.4999
TURIACU,Misto,Mercearias,17,11613,15.4999
TURIACU,Ultraprocessado,Cantinas / Alimentação preparada,83,11613,168.7764
TURIACU,Ultraprocessado,Lojas de conveniência / Varejo alimentar,15,11613,168.7764
TURIACU,Ultraprocessado,Restaurantes / Lanchonetes,74,11613,168.7764
TURIACU,Ultraprocessado,Serviços ambulantes,24,11613,168.7764
TUBIACANGA,In natura,Açougues / Padarias,2,,
TUBIACANGA,In natura,Hortifrutigranjeiros,3,,
TUBIACANGA,In natura,Peixarias,1,,
TUBIACANGA,Misto,Hipermercados,1,,
TUBIACANGA,Misto,Mercearias,1,,
TUBIACANGA,Ultraprocessado,Cantinas / Alimentação preparada,12,,
TUBIACANGA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
TUBIACANGA,Ultraprocessado,Restaurantes / Lanchonetes,19,,
TUBIACANGA,Ultraprocessado,Serviços ambulantes,1,,
TRIAGEM,Ultraprocessado,Restaurantes / Lanchonetes,1,,
TOMAS COELHO,In natura,Açougues / Padarias,21,20343,17.6965
TOMAS COELHO,In natura,Hortifrutigranjeiros,11,20343,17.6965
TOMAS COELHO,In natura,Peixarias,4,20343,17.6965
TOMAS COELHO,Misto,Hipermercados,2,20343,11.7977
TOMAS COELHO,Misto,Mercearias,22,20343,11.7977
TOMAS COELHO,Ultraprocessado,Cantinas / Alimentação preparada,89,20343,87.0078
TOMAS COELHO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,11,20343,87.0078
TOMAS COELHO,Ultraprocessado,Restaurantes / Lanchonetes,49,20343,87.0078
TOMAS COELHO,Ultraprocessado,Serviços ambulantes,28,20343,87.0078
TODOS OS SANTOS,In natura,Açougues / Padarias,22,22593,16.8194
TODOS OS SANTOS,In natura,Hortifrutigranjeiros,10,22593,16.8194
TODOS OS SANTOS,In natura,Peixarias,6,22593,16.8194
TODOS OS SANTOS,Misto,Hipermercados,6,22593,12.8358
TODOS OS SANTOS,Misto,Mercearias,23,22593,12.8358
TODOS OS SANTOS,Ultraprocessado,Cantinas / Alimentação preparada,122,22593,107.9981
TODOS OS SANTOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,22,22593,107.9981
TODOS OS SANTOS,Ultraprocessado,Restaurantes / Lanchonetes,77,22593,107.9981
TODOS OS SANTOS,Ultraprocessado,Serviços ambulantes,23,22593,107.9981
TIJUCA,In natura,Açougues / Padarias,153,142326,15.9493
TIJUCA,In natura,Hortifrutigranjeiros,48,142326,15.9493
TIJUCA,In natura,Peixarias,26,142326,15.9493
TIJUCA,Misto,Hipermercados,63,142326,11.3823
TIJUCA,Misto,Mercearias,80,142326,11.3823
TIJUCA,Misto,Supermercados,19,142326,11.3823
TIJUCA,Ultraprocessado,Cantinas / Alimentação preparada,520,142326,113.8232
TIJUCA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,148,142326,113.8232
TIJUCA,Ultraprocessado,Restaurantes / Lanchonetes,854,142326,113.8232
TIJUCA,Ultraprocessado,Serviços ambulantes,98,142326,113.8232
THOMAZ COELHO,Misto,Mercearias,1,,
THOMAZ COELHO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
TAUA,In natura,Açougues / Padarias,27,26482,17.3703
TAUA,In natura,Hortifrutigranjeiros,15,26482,17.3703
TAUA,In natura,Peixarias,4,26482,17.3703
TAUA,Misto,Hipermercados,1,26482,18.8807
TAUA,Misto,Mercearias,49,26482,18.8807
TAUA,Ultraprocessado,Cantinas / Alimentação preparada,99,26482,106.4874
TAUA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,12,26482,106.4874
TAUA,Ultraprocessado,Restaurantes / Lanchonetes,134,26482,106.4874
TAUA,Ultraprocessado,Serviços ambulantes,37,26482,106.4874
TAQUARA/JACAREPAGUA,Ultraprocessado,Cantinas / Alimentação preparada,1,,
TAQUARA/JACAREPAGUA,Ultraprocessado,Restaurantes / Lanchonetes,1,,
TAQUARA-JACAREPAGUA,Misto,Mercearias,1,,
TAQUARA / RJ,Ultraprocessado,Restaurantes / Lanchonetes,1,,
TAQUARA - JACAREPAGUA,Ultraprocessado,Restaurantes / Lanchonetes,2,,
TAQUARA,In natura,Açougues / Padarias,137,107188,21.7375
TAQUARA,In natura,Hortifrutigranjeiros,64,107188,21.7375
TAQUARA,In natura,Peixarias,32,107188,21.7375
TAQUARA,Misto,Hipermercados,53,107188,18.3789
TAQUARA,Misto,Mercearias,133,107188,18.3789
TAQUARA,Misto,Supermercados,11,107188,18.3789
TAQUARA,Ultraprocessado,Cantinas / Alimentação preparada,810,107188,178.2849
TAQUARA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,149,107188,178.2849
TAQUARA,Ultraprocessado,Restaurantes / Lanchonetes,776,107188,178.2849
TAQUARA,Ultraprocessado,Serviços ambulantes,176,107188,178.2849
TANQUE,In natura,Açougues / Padarias,26,36815,16.2977
TANQUE,In natura,Hortifrutigranjeiros,27,36815,16.2977
TANQUE,In natura,Peixarias,7,36815,16.2977
TANQUE,Misto,Hipermercados,14,36815,13.8530
TANQUE,Misto,Mercearias,35,36815,13.8530
TANQUE,Misto,Supermercados,2,36815,13.8530
TANQUE,Ultraprocessado,Cantinas / Alimentação preparada,203,36815,122.2328
TANQUE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,35,36815,122.2328
TANQUE,Ultraprocessado,Restaurantes / Lanchonetes,164,36815,122.2328
TANQUE,Ultraprocessado,Serviços ambulantes,48,36815,122.2328
SULACAP,In natura,Açougues / Padarias,2,,
SULACAP,Misto,Mercearias,3,,
SULACAP,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
SULACAP,Ultraprocessado,Restaurantes / Lanchonetes,3,,
STA. LUZIA - VARGEM PEQUENA,In natura,Açougues / Padarias,1,,
STA TERESA,Misto,Mercearias,1,,
STA CRUZ,Misto,Supermercados,1,,
STA CRUZ,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
SEPETIBA,In natura,Açougues / Padarias,89,58738,21.4512
SEPETIBA,In natura,Hortifrutigranjeiros,18,58738,21.4512
SEPETIBA,In natura,Peixarias,19,58738,21.4512
SEPETIBA,Misto,Hipermercados,24,58738,21.4512
SEPETIBA,Misto,Mercearias,100,58738,21.4512
SEPETIBA,Misto,Supermercados,2,58738,21.4512
SEPETIBA,Ultraprocessado,Cantinas / Alimentação preparada,217,58738,101.6378
SEPETIBA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,48,58738,101.6378
SEPETIBA,Ultraprocessado,Restaurantes / Lanchonetes,273,58738,101.6378
SEPETIBA,Ultraprocessado,Serviços ambulantes,59,58738,101.6378
SENADOR VASCONCELOS,In natura,Açougues / Padarias,39,32765,18.9226
SENADOR VASCONCELOS,In natura,Hortifrutigranjeiros,13,32765,18.9226
SENADOR VASCONCELOS,In natura,Peixarias,10,32765,18.9226
SENADOR VASCONCELOS,Misto,Hipermercados,6,32765,13.1238
SENADOR VASCONCELOS,Misto,Mercearias,36,32765,13.1238
SENADOR VASCONCELOS,Misto,Supermercados,1,32765,13.1238
SENADOR VASCONCELOS,Ultraprocessado,Cantinas / Alimentação preparada,114,32765,99.4964
SENADOR VASCONCELOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,36,32765,99.4964
SENADOR VASCONCELOS,Ultraprocessado,Restaurantes / Lanchonetes,136,32765,99.4964
SENADOR VASCONCELOS,Ultraprocessado,Serviços ambulantes,40,32765,99.4964
SENADOR CAMARAS,Ultraprocessado,Restaurantes / Lanchonetes,1,,
SENADOR CAMARA,In natura,Açougues / Padarias,74,101980,13.3359
SENADOR CAMARA,In natura,Hortifrutigranjeiros,43,101980,13.3359
SENADOR CAMARA,In natura,Peixarias,19,101980,13.3359
SENADOR CAMARA,Misto,Hipermercados,21,101980,14.9049
SENADOR CAMARA,Misto,Mercearias,128,101980,14.9049
SENADOR CAMARA,Misto,Supermercados,3,101980,14.9049
SENADOR CAMARA,Ultraprocessado,Cantinas / Alimentação preparada,264,101980,71.4846
SENADOR CAMARA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,65,101980,71.4846
SENADOR CAMARA,Ultraprocessado,Restaurantes / Lanchonetes,301,101980,71.4846
SENADOR CAMARA,Ultraprocessado,Serviços ambulantes,99,101980,71.4846
SEN VASCONCELOS,Ultraprocessado,Serviços ambulantes,1,,
SAUDE,In natura,Hortifrutigranjeiros,3,1876,15.9915
SAUDE,Misto,Hipermercados,4,1876,69.2964
SAUDE,Misto,Mercearias,7,1876,69.2964
SAUDE,Misto,Supermercados,2,1876,69.2964
SAUDE,Ultraprocessado,Cantinas / Alimentação preparada,18,1876,746.2687
SAUDE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,6,1876,746.2687
SAUDE,Ultraprocessado,Restaurantes / Lanchonetes,100,1876,746.2687
SAUDE,Ultraprocessado,Serviços ambulantes,16,1876,746.2687
SAO FRANCISCO XAVIER,In natura,Açougues / Padarias,7,6340,18.9274
SAO FRANCISCO XAVIER,In natura,Hortifrutigranjeiros,3,6340,18.9274
SAO FRANCISCO XAVIER,In natura,Peixarias,2,6340,18.9274
SAO FRANCISCO XAVIER,Misto,Mercearias,4,6340,7.8864
SAO FRANCISCO XAVIER,Misto,Supermercados,1,6340,7.8864
SAO FRANCISCO XAVIER,Ultraprocessado,Cantinas / Alimentação preparada,37,6340,145.1104
SAO FRANCISCO XAVIER,Ultraprocessado,Lojas de conveniência / Varejo alimentar,6,6340,145.1104
SAO FRANCISCO XAVIER,Ultraprocessado,Restaurantes / Lanchonetes,42,6340,145.1104
SAO FRANCISCO XAVIER,Ultraprocessado,Serviços ambulantes,7,6340,145.1104
SAO FRANC XAVIER,Ultraprocessado,Serviços ambulantes,1,,
SAO CRISTOVAO RJ,Ultraprocessado,Restaurantes / Lanchonetes,1,,
SAO CRISTOVAO,In natura,Açougues / Padarias,49,27911,33.6785
SAO CRISTOVAO,In natura,Hortifrutigranjeiros,28,27911,33.6785
SAO CRISTOVAO,In natura,Peixarias,17,27911,33.6785
SAO CRISTOVAO,Misto,Hipermercados,26,27911,36.1864
SAO CRISTOVAO,Misto,Mercearias,70,27911,36.1864
SAO CRISTOVAO,Misto,Supermercados,5,27911,36.1864
SAO CRISTOVAO,Ultraprocessado,Cantinas / Alimentação preparada,264,27911,333.9185
SAO CRISTOVAO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,71,27911,333.9185
SAO CRISTOVAO,Ultraprocessado,Restaurantes / Lanchonetes,520,27911,333.9185
SAO CRISTOVAO,Ultraprocessado,Serviços ambulantes,77,27911,333.9185
SAO CONRADO,In natura,Açougues / Padarias,17,9739,21.5628
SAO CONRADO,In natura,Hortifrutigranjeiros,3,9739,21.5628
SAO CONRADO,In natura,Peixarias,1,9739,21.5628
SAO CONRADO,Misto,Hipermercados,8,9739,16.4288
SAO CONRADO,Misto,Mercearias,5,9739,16.4288
SAO CONRADO,Misto,Supermercados,3,9739,16.4288
SAO CONRADO,Ultraprocessado,Cantinas / Alimentação preparada,29,9739,134.5107
SAO CONRADO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,9,9739,134.5107
SAO CONRADO,Ultraprocessado,Restaurantes / Lanchonetes,79,9739,134.5107
SAO CONRADO,Ultraprocessado,Serviços ambulantes,14,9739,134.5107
SANTO CRISTO,In natura,Açougues / Padarias,21,9936,29.1868
SANTO CRISTO,In natura,Hortifrutigranjeiros,5,9936,29.1868
SANTO CRISTO,In natura,Peixarias,3,9936,29.1868
SANTO CRISTO,Misto,Hipermercados,3,9936,25.1610
SANTO CRISTO,Misto,Mercearias,21,9936,25.1610
SANTO CRISTO,Misto,Supermercados,1,9936,25.1610
SANTO CRISTO,Ultraprocessado,Cantinas / Alimentação preparada,75,9936,233.4944
SANTO CRISTO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,16,9936,233.4944
SANTO CRISTO,Ultraprocessado,Restaurantes / Lanchonetes,110,9936,233.4944
SANTO CRISTO,Ultraprocessado,Serviços ambulantes,31,9936,233.4944
SANTISSIMO,In natura,Açougues / Padarias,46,48187,17.8471
SANTISSIMO,In natura,Hortifrutigranjeiros,19,48187,17.8471
SANTISSIMO,In natura,Peixarias,21,48187,17.8471
SANTISSIMO,Misto,Hipermercados,9,48187,20.1299
SANTISSIMO,Misto,Mercearias,86,48187,20.1299
SANTISSIMO,Misto,Supermercados,2,48187,20.1299
SANTISSIMO,Ultraprocessado,Cantinas / Alimentação preparada,205,48187,108.5355
SANTISSIMO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,34,48187,108.5355
SANTISSIMO,Ultraprocessado,Restaurantes / Lanchonetes,217,48187,108.5355
SANTISSIMO,Ultraprocessado,Serviços ambulantes,67,48187,108.5355
SANTA TEREZA,Misto,Mercearias,2,,
SANTA TEREZA,Ultraprocessado,Cantinas / Alimentação preparada,3,,
SANTA TEREZA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
SANTA TEREZA,Ultraprocessado,Restaurantes / Lanchonetes,5,,
SANTA TERESA,In natura,Açougues / Padarias,15,36252,7.1720
SANTA TERESA,In natura,Hortifrutigranjeiros,8,36252,7.1720
SANTA TERESA,In natura,Peixarias,3,36252,7.1720
SANTA TERESA,Misto,Hipermercados,6,36252,12.9648
SANTA TERESA,Misto,Mercearias,39,36252,12.9648
SANTA TERESA,Misto,Supermercados,2,36252,12.9648
SANTA TERESA,Ultraprocessado,Cantinas / Alimentação preparada,157,36252,98.4773
SANTA TERESA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,16,36252,98.4773
SANTA TERESA,Ultraprocessado,Restaurantes / Lanchonetes,137,36252,98.4773
SANTA TERESA,Ultraprocessado,Serviços ambulantes,47,36252,98.4773
SANTA CRUZ DIST IND,Ultraprocessado,Serviços ambulantes,1,,
SANTA CRUZ,In natura,Açougues / Padarias,214,249130,15.5742
SANTA CRUZ,In natura,Hortifrutigranjeiros,112,249130,15.5742
SANTA CRUZ,In natura,Peixarias,62,249130,15.5742
SANTA CRUZ,Misto,Hipermercados,76,249130,19.3875
SANTA CRUZ,Misto,Mercearias,395,249130,19.3875
SANTA CRUZ,Misto,Supermercados,12,249130,19.3875
SANTA CRUZ,Ultraprocessado,Cantinas / Alimentação preparada,883,249130,93.4050
SANTA CRUZ,Ultraprocessado,Lojas de conveniência / Varejo alimentar,184,249130,93.4050
SANTA CRUZ,Ultraprocessado,Restaurantes / Lanchonetes,994,249130,93.4050
SANTA CRUZ,Ultraprocessado,Serviços ambulantes,266,249130,93.4050
SAMPAIO/ENG. NOVO,Ultraprocessado,Cantinas / Alimentação preparada,1,,
SAMPAIO,In natura,Açougues / Padarias,7,8832,11.3225
SAMPAIO,In natura,Peixarias,3,8832,11.3225
SAMPAIO,Misto,Hipermercados,3,8832,13.5870
SAMPAIO,Misto,Mercearias,9,8832,13.5870
SAMPAIO,Ultraprocessado,Cantinas / Alimentação preparada,43,8832,148.3243
SAMPAIO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,11,8832,148.3243
SAMPAIO,Ultraprocessado,Restaurantes / Lanchonetes,60,8832,148.3243
SAMPAIO,Ultraprocessado,Serviços ambulantes,17,8832,148.3243
S FRANCISCO XAVIER,Misto,Mercearias,1,,
S CRISTOVAO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
ROCINHA - GAVEA,In natura,Açougues / Padarias,1,,
ROCINHA - GAVEA,Misto,Mercearias,2,,
ROCINHA,In natura,Açougues / Padarias,23,70894,5.7833
ROCINHA,In natura,Hortifrutigranjeiros,6,70894,5.7833
ROCINHA,In natura,Peixarias,12,70894,5.7833
